rh_id,departement,ville,nom,num_ref_struct,code_postal,adresse,adresse_suite,geo_,geo_bis,type_structure,rattachement,telephone_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_actions,conditions_acces,type_mediation,public_si_different,conditions_acces_si_diff,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,label,wifi,precisions,commentaires_internes,lat,lon
,11,,INESS GRAND NARBONNE,,,,,,,,Collectivites,,service.accueil-iness@legrandnarbonne.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Ecole de la 2ème Chance Régionale ,,,,,,,,,,er2c@ligue11.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public Caunes-Minervois ,,,,,,,,MSAP,,msap.caunes-minervois@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public Durban-Corbières,,,,,,,,MSAP,,msap.durban-corbieres@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_248_,11,Carcassonne,Logigames,,11000,25 boulevard de Varsovie,,,,,Entreprise,04 68 72 67 04,logigames2001@yahoo.fr,logigames.fr,,10h – 19h,10h – 19h,10h – 19h,10h – 19h,13h - 21h,,Decembre 2019,,,ORDM,,,ACCN,,,,,,,,,,,,,,,,43.21404,2.346553
,11,,Office de Tourisme Intercommunal au Cœur des Collines Cathares,,,,,,,,Collectivites,,tourisme@ccplm.fr ,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque Municipale de Palaja,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque d'Alzonne,,,,,,,,,,mediatheque@carcassonne-agglo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public - Piemont d'Alaric,,,,,,,,MSAP,,msap@piemont-alaric.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Le Chai : Espace culturel,,,,,,,,,,lechai@piemont-alaric.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Mairie d'Axat,,,,,,,,,,mairie.axat@axat.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Mairie d'Axat,,,,,,,,,,communication@axat.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque du Pays de Sault,,,,,,,,,,media.espezel@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Bibliothèque Municipale de Chalabre,,,,,,,,,,epn@pyreneesaudoises.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque d'Espéraza,,,,,,,,,,bibliotheque_esperaza@Yahoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S de Villerouge-Termenès,,,,,,,,MSAP,,poms.villerouge@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public Tuchan,,,,,,,,MSAP,,msap.tuchan@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque de Trèbes,,,,,,,,,,bibliotheque-trebes@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque de Saint-Laurent de la Cabrerisse,,,,,,,,,,mediathequeslc11@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque Milcom de Saint-André de Roquelongue,,,,,,,,,,mediatheque-st-andre@wanadoo.fr,,,15h-19h,,9h-12h et 17h-19h,,9h-12h,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Espace Public Numérique de la MLIDR11 Limoux,,,,,,,,,,mli.dr11@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S Laroque de Fa,,,,,,,,MSAP,,poms.laroquedefa@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S de Lanet,,,,,,,,MSAP,,poms.lanet@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,ADHCo Centre Social,,,,,,,,Centre social,,adhco.developpement@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S de Mouthoumet,,,,,,,,MSAP,,poms.mouthoumet@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S de Félines-Termenès,,,,,,,,MSAP,,poms.felines@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S de Davejean,,,,,,,,MSAP,,poms.davejean@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Mission Locale Ouest Audois,,,,,,,,,,accueil.castelnaudary@mloa.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque Georges Canguilhem,,,,,,,,,,mediatheques@cccla.fr ,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Espace de co-oworking : L'Alpha'[R],,,,,,,,,,rmine@carcassonne-agglo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Ateliers Canopé,,,,,,,,,,contact.atelier11@reseau-canope.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM's de Bouisse,,,,,,,,MSAP,,poms.bouisse@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_276_,11,Carcassonne,EPCI,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_277_,11,Fabrezan,Mediatheque Milcom de Fabrezan,,,,,,,,Collectivités,04 68 43 71 92,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,11,,Mediatheque Milcom de Boutenac,,,,,,,,Collectivités,,,,,14h-18h,14h-18h,,14h-18h,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_279_,11,Limoux,SAPIE,,11300,7 rue du Cougaing,,,,,SCIC ,04 68 74 73 30,sapie@sapie.coop,http://sapie.coop,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,,,Decembre 2019,,,SENS,,,TL,,,ACCN,,,COMP,,,,,,TL,,,,43.055492,2.212835
RH_fiche_280_,11,Lezignan,Isis (epicerie solidaire),,11200,39 rue Lamartine,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.202429,2.757544
RH_fiche_281_,11,Mouthoumet,Centre social Adhco,,11330,23 rue de la gare,,,,,Centre social,04 68 70 18 50,adhco.developpement@orange.fr,http://www.adhco.fr/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,42.960276,2.526948
RH_fiche_282_,32,Samatan,MSAP Gestes,,,,,,,,MSAP,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
,32,,Cultures portes de gascogne,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_284_,32,Cologne,Association Arcolan,,32430,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.677801,0.99535
RH_fiche_285_,32,Auch,Coopérative réemploi ,,32000,,,,,,,,,,,,,,,,,Decembre 2019,,,COMP,,,,,,,,,,,,,,,,,,Voir Richard ?,43.661702,0.566383
,32,,Kopané,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_287_,32,L’isle Jourdain,A.P.I. en Gascogne,,32600,2 Avenue du Courdé,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,SEN,,,,,,,,,,,,,,,,,,43.612469,1.088924
RH_fiche_288_,32,Sarrant,Espace  de  Vie  Sociale  LaMIS,,32120,14 rue du milieu,,,,,FIGO Centre social,05 42 54 25 24,lamis@orange.fr,,,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,,,Decembre 2019,,,ORD,,,,,,,,,,,,,,,,,,,43.774131,0.928335
RH_fiche_289_,32,Samatan,Le bureau Samatanais,,32130,,,,,,,05 62 59 71 02 ,contact@lebureausamatanais.fr,http://www.lebureausamatanais.fr/#,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.492076,0.925182
,32,,Accueil jeunes de Gimont,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_291_,32,Condom,Centre Social de la Ténarèze,,32100,28 rue Gambetta,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,SEN,,,,,,,,,,,,,,,,,,43.957361,0.37465
RH_fiche_292_,32,Saint-Clar,Médiathèque de Saint-Clar,,32380,place dastros,,,,,FIGO Centre social,05 62 07 49 12,mediathequestclar@orange.fr,https://fr-fr.facebook.com/mediatheque.desaintclar,,,,,,,,Decembre 2019,,,ORDM,,,COMP,,,,,,,,,,,,,,,,43.890771,0.769521
RH_fiche_293_,32,Samatan,CCAS,,32130,,,,,,MSAP,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.492076,0.925182
RH_fiche_294_,32,Saint Clar,prends toi en main,,32380,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.8317,0.8095
RH_fiche_295_,32,Vic Fezensac,Vic Accueil,,32190,13 Rue Jean Jaurès,,,,,FIGO Centre social,,,http://www.vic-accueil.fr,,,,,,,,Decembre 2019,,,SENS,,,,,,,,,,,,,,,,,,,43.758181,0.306182
RH_fiche_296_,32,Auch,Garros Services,,32000,,,,,,,,auch@cnlrq.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.661702,0.566383
RH_fiche_297_,32,Lectoure,MSAP,,32700,2 cours Gambetta,,,,,MSAP,05 62 68 75 47,ccas.accueil@mairie-lectoure.fr,https://www.maisondeservicesaupublic.fr/content/lectoure,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.933522,0.626401
RH_fiche_298_,32,Mirande,Télécentre de Mirande,,32300,,,,,,,,coeur-dastarac@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.512015,0.300828
RH_fiche_299_,32,Plaisance,EREF - PIJ,,32160,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.637187,0.014539
RH_fiche_300_,32,Mirande,Internet Academy,,32300,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.512015,0.300828
RH_fiche_301_,32,Riscle,Télécentre de Riscle,,32400,,,,,,,,manonbonnet.gers@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.6155,-0.028416
RH_fiche_302_,32,Nogaro,Association CLAN - PIJ,,32110,,,,,,,,pij32.nogaro@crij.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.7384,0.0046
RH_fiche_303_,32,Lectoure,Télécentre de Lectoure,,32700,,,,,,,,priviere@mairie-lectoure.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.934981,0.622199
RH_fiche_304_,32,Lectoure,Régie rurale de services de Lomagne,,32700,,,,,,Association,,regie.lectoure@cnlrq.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.934981,0.622199
RH_fiche_305_,32,Mauvezin,Régie Rurale de Services de Fezensaguet,,32120, 43  rue Gambetta ,,,,,Association,"
05 62 06 92 80",regie.mauvezin@cnlrq.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.733173,0.880511
RH_fiche_306_,32,Fleurance,Bibliothèque municipale,,32500,100 rue Pasteur,,,,,Collectivités,05 62 06 18 96,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.850759,0.664174
RH_fiche_307_,32,Lectoure,Bibliothèque médiathèque municipale,,32700,rue Saint Gervais,,,,,Collectivités,05 62 68 48 32 ,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.934117,0.623142
RH_fiche_308_,32,Fleurance,Mairie,,32500,,,,,,Mairie,05 62 06 10 01,,https://www.villefleurance.fr/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.7855,0.7116
RH_fiche_309_,32,Lectoure, Génération Mouvement,,32700,,,,,,Association,05 62 68 71 77,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.934981,0.622199
RH_fiche_310_,32,Lectoure,Mairie,,32700,,,,,,Mairie,05 62 68 70 22,,https://www.lectoure.fr/fr-contact.html,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.934981,0.622199
RH_fiche_311_,32,Lamothe Goas,Mairie,,32500,,,,,,Mairie,,,http://www.lamothe-goas.com/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.7855,0.7116
RH_fiche_312_,32,Auch,Promeneurs du net,,32000,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.661702,0.566383
RH_fiche_313_,32, Berrac,Gerskali / Gers numérique,,32480,,,,,,Entreprise,,, https://www.gers-numerique.com/ ,09h - 18h,09h - 18h,09h - 18h,09h - 18h,09h - 18h,,,Decembre 2019,TP,,ORDM,,,COMP,,payant,ACCN,,,,,,,,,,,,,44.0079,0.5515
RH_fiche_314_,32,Cologne,MSAP Cologne,,32430,Route d'Ardizas,,,,,MSAP,05 62 05 13 61,msap@ccbl32.fr,https://www.maisondeservicesaupublic.frcontent/bastides-de-lomagne ,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.726,0.9987
RH_fiche_315_,65, Lannemezan,SARAPP,,65300,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.118654,0.445119
RH_fiche_316_,65,Luz Saint Sauveur,Cyber-base Luz Saint Sauveur,,65120,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,42.836614,-0.003355
RH_fiche_317_,65,Lourdes,CCAS Lourdes,,65100,2 Rue de l'Hôtel de Ville,,,,,Mairie,05 62 94 65 65,,,,,,,,,,Decembre 2019,,,ACCN,SEN,Libre,,,,,,,,,,,,,,,,,43.091652,-0.045258
RH_fiche_318_,65,Lourdes,Centre social Lourdes,,65100,2 Rue de l'Hôtel de Ville,,,,,FIGO Centre social,05 62 94 65 65,,https://www.lourdes.fr/enfance-jeunesse/l-espace-vie-citoyenne-jeunesse/3079-le-centre-social-jean-zay,,,,,,,,Decembre 2019,,,ORDM,TP,Libre,,,,,,,,,,,,,,,,,43.091652,-0.045258
RH_fiche_319_,65,Vic en bigorre,Maison des Jeunes et de la Culture,,65500,17 Rue Barère de Vieuzac,,,,,FIGO Centre social,05 62 31 61 00 / 06 52 96 20 05,,www.mjcvic.fr,,,,,,,,Decembre 2019,TP,Libre,ORD,,,,,,,,,,,,,,,,,,,43.384458,0.05662
RH_fiche_320_,65,Lourdes,SAGV65,,65100,17  avenue Joffre,BP 846,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,,,,,,,,,,,,,,,,,,,43.094593,-0.045855
RH_fiche_321_,65, Saint Laurent de Neste,SARAPP GRETA des Hautes-Pyrénées,,65150,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.039523,0.467853
RH_fiche_322_,65,Argeles Gazost,SARAPP,,65400,,,,,,,,65sararg@ac-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,42.966552,-0.085693
RH_fiche_323_,65,Lourdes,Cyber-base Lourdes,,65100,,,,,,,,barmelle@cyber-base.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.143052,-0.024454
RH_fiche_324_,65,Bagneres de Bigorre,Espace Culturel Maintenon,,65200,,,,,,,,centre.culturel@ville-bagneresdebigorre.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.043009,0.168152
RH_fiche_325_,65,Ancizan,Centre culturel d'Ancizan,,65440,,,,,,,,centreculturel-ancizan@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,42.87272,0.340624
RH_fiche_326_,65, Saint Laurent de Neste,Maison du savoir,,65150,,,,,,,,contact@maisondusavoir.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.039523,0.467853
RH_fiche_327_,65,Maubourguet,Cyber-Base du Val d'Adour,,65700,,,,,,,,cyberbase@cc-valdadour.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.549702,-0.004265
RH_fiche_328_,65,Castelnau Magnoac,EPI de Castelnau Magnoac,,65230,,,,,,,,epi.castelnau.magnoac@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.262386,0.557432
RH_fiche_329_,65,Trie sur baïse,EPI de Trie sur Baïse,,65220,,,,,,,,epi.trie@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.320973,0.370315
RH_fiche_330_,65,Campan,Espace Public Informatique du canton de Campan,,65710,,,,,,,,epicampan@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,42.987816,0.212564
RH_fiche_331_,65,Cauterets,Info Cyber jeunes - Association SOLEIL. PIJ,,65110,,,,,,,,planeteicj@pyrenees.net,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,42.886509,-0.112221
