rh_id,n_ref,statut_infos,departement,ville,nom,structure_porteuse,code_postal,adresse,adresse_suite,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,wifi,precisions,lat,lon,code_public,code_mediations,code_thematique,code_departement
RH_fiche_174_,,,65,PIERREFITTE NESTALAS,Pierrefitte-Nestalas,La Poste,65260,Place Jean Jaurès,,,,,,La Poste,,,,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:00 - 12:00,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,42.96096,-0.074149,,,,=65=
RH_fiche_175_,,,32,Plaisance,EREF - PIJ,,32160,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.603586,0.047299,,,,=32=
RH_fiche_176_,,,32,PLAISANCE DU GERS,Plaisance du Gers,La Poste,32160,38 rue de l’Adour,,,,,,La Poste,,,,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.605419,0.045201,,,,=32=
RH_fiche_177_,,,31,Plaisance du Touch,centre social Sesame,,31830,,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,SEN,inscription,,,,,,,,,,,,,,,,,,,,,43.565519,1.285013,SEN,COMP,,=31=
RH_fiche_178_,,,48,PONT-DE-MONVERT,TL CC DES CEVENNES AU MONT LOZERE,,48220,311 rue le Quai,,,,PUB. EPCI,CC DES CEVENNES AU MONT LOZERE,,O434090614 - O663998082,mamartinez.com@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.363171,3.744551,,,,=48=
RH_fiche_179_,,,34,PRADES LE LEZ,LA MENUISERIE DE SAUVIELLE,,34730,,,,,PRV. ASSOCIATION,,,04 67 66 22 16 - 06 76 95 81 98,dugenie@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.693778,3.868886,,,,=34=
RH_fiche_180_,,,31,Puydaniel,Solidarité Numérique CCAS,,31190,,8  avenue des Pyrénées ,,,,,Mairie,05 61 50 72 44, mairiepuydaniel@wanadoo.fr,https://www.mairie-puydaniel.fr/,,,,,,,,Decembre 2019,TP,Libre,ORDM,,,,ACCN,,,,SENS,,,,,,,,,,,,,,,43.330519,1.420261,TP,ORDM-ACCN-SENS,,=31=
RH_fiche_181_,,,81,RABASTENS,LE PRE VERT,,81800,,,,,PRV. ASSOCIATION,LA LOCALE,,06 81 70 87 60,leprevert81@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.841724,1.731076,,,,=81=
RH_fiche_182_,,,65,RABASTENS DE BIGORRE,Rabastens en Bigorre,CC Adour Madiran,65140,16 place centrale, ,,,,,Collectivité,,,,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.387473,0.150968,,,,=65=
RH_fiche_183_,,,31,Ramonville,Le pic,,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,49.236806,6.102697,,,,=31=
RH_fiche_184_,,,31,RAMONVILLE,Le F@bRiquet,,31520,14 rue Hermes,,,,PRV. ASSOCIATION,ASSOCIATION PLANETE SCIENCES OCCITANIE,,05 61 73 10 22,ariane.rudelle@planete-sciences.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.550024,1.485155,,,,=31=
RH_fiche_185_,,,31,Ramonville Saint-Agne,Le F@bRiquet,,31520,CEEI Théogone - 10 Avenue de l'Europe,,,,,,,05 61 73 10 22,fabmanager@fabriquet.fr,http://www.fabriquet.fr/web/,,14h-22h,13h-18h,Sur RDV,13h-18h,13h-20h,,Decembre 2019,,,FL,,,,,,,,,,,,,,,,,,,,TL,,,43.550909,1.48805,,FL,,=31=
RH_fiche_186_,,,31,RIEUMES,Rieumes - CC Cœur de Garonne,Communauté de Communes Cœur de Garonne,31370,2 Place du marché à la volaille,,,,,,Collectivité,,msap@cc-coeurdegaronne.fr,,8:30 - 12:30 / 14:00 - 18:00,14:00 - 18:00,8:30 - 12:30,8:30 - 12:30,8:30 - 12:30,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.413138,1.119217,,,,=31=
RH_fiche_187_,,,31,RIEUX VOLVESTRE,Relais d'entreprise de RIEUX VOLVESTRE,,31310,10 rue de la Tour de Guet,,,,PRV. SARL,SARL LES BRUNIS,,06 72 36 02 32,d.aumont@relais-d-entreprises.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.263571,1.188008,,,,=31=
RH_fiche_188_,,,32,Riscle,Télécentre de Riscle,,32400,,,,,,,,,manonbonnet.gers@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.645079,-0.07903,,,,=32=
RH_fiche_189_,,,12,RODEZ,MJC RODEZ,,12000,,,,,PRV. ASSOCIATION,,,05 65 67 01 13,lmelin@free.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.359341,2.567132,,,,=12=
RH_fiche_190_,,,12,RODEZ,HOP DES IDEES,,12000,4 boulevard Gambetta,,,,PRV. ASSOCIATION,ASSOCIATION COWORKING RODEZ,,06 63 85 24 64,hello@coworking-rodez.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.350382,2.573387,,,,=12=
RH_fiche_191_,,,12,RODEZ,FABLAB STATION A,,12000,,,,,PRV. ASSOCIATION,ASSOCIATION DE PREFIGURATION STATION A,,06 88 18 44 61,valente.ismael@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.359341,2.567132,,,,=12=
RH_fiche_192_,,,12,SAINT AFFRIQUE,TL LA TERRASSE SAINT AFFRIQUE,,12400,1 rue Henri Michel,,,,PUB. EPCI,CC DU SAINT AFFRICAIN,,05 65 99 49 56,e.condamines@cc-saintaffricain.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.955583,2.894324,,,,=12=
RH_fiche_193_,,,34,SAINT ANDRE DE SANGONIS,NOVEL.ID,,34725,1 rue du Moulin à Huile,,,,PUB. SYNDICAT MIXTE,SYDEL DU PAYS CŒUR D’HERAULT,,04 67 44 39 74 - 06 07 12 97 64,annick.ferry@coeur-herault.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.652353,3.521899,,,,=34=
RH_fiche_194_,,,48,SAINT CHELY D’APCHER,TELECENTRE,,48200,67  rue Théophile Roussel,,,,PUB. COMMUNE,COMMUNE DE SAINT CHELY D’APCHER,,04.66.31.00.67,nadine.brunet-astruc@stchelydapcher.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.801797,3.27549,,,,=48=
RH_fiche_195_,,,32,Saint Clar,prends toi en main,,32380,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.888835,0.763148,,,,=32=
RH_fiche_196_,,,31,Saint Gaudens,MJC / cyber-base du Saint-Gaudinois,,31800,1 place du maréchal juin,,4329356,1782531,,,Association,05 61 94 66 45,info@mjc-st-gaudens.org ,www.mjc-st-gaudens.org,,,,,,,,Decembre 2019,,,ORDM,,,,COMP,,,,,,,,,,,,,,,,,,,43.109098,0.726493,,ORDM-COMP,,=31=
RH_fiche_197_,,,31,Saint Gaudens,APP Comminges-Luchonnais,,31800,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.120831,0.725021,,,,=31=
RH_fiche_198_,,,31,Saint Gaudens,Club de prévention Saint Gaudens,,31800,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.120831,0.725021,,,,=31=
RH_fiche_199_,,,31,Saint Gaudens,CyberBase de Saint Gaudens,,31800,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.120831,0.725021,,,,=31=
RH_fiche_200_,,,31,SAINT JEAN,ESPACE MEDIATION NUMERIQUE ST JEAN,,31240,,,,,PUB. COMMUNE,COMMUNE DE ST JEAN,,05 32 09 68 37,sylvie.blanc@mairie-saintjean.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.664181,1.504563,,,,=31=
RH_fiche_201_,,,65,Saint Laurent de Neste,SARAPP GRETA des Hautes-Pyrénées,,65150,,,4301773,0 591438,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.090206,0.481209,,,,=65=
RH_fiche_202_,,,65,Saint Laurent de Neste,Maison du savoir,,65150,,,,,,,,,contact@maisondusavoir.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.090206,0.481209,,,,=65=
RH_fiche_203_,,,65,SAINT LAURENT DE NESTE,FABLAB SAPIENS,,65150,ZA Pic Pyrénées Innovation,,,,PUB. EPCI,C.C. CANTON DE ST LAURENT DE NESTE,,,maxime.lagarde@neste-barousse.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.077075,0.482453,,,,=65=
RH_fiche_204_,,,11,Saint Marcel sur Aude,Centre Socioculturel et Familial ‘Les Passerelles’,,11120,107  avenue de Saint Pons,BP 8,,,,,FIGO Centre social,04 68 42 35 25,lespasserelles@cs-les-passerelles.fr,www.cs-les-passerelles.fr,9h – 12h et 14h – 18h,9h - 12h,9h – 12h et 14h – 18h,9h - 12h,9h - 12h,,,Decembre 2019,,,ORDM,,,,ACCDA,,,,ACCN,,,,SENS,,,,COMP,,,,MFS,,,43.251553,2.914701,,ORDM-ACCDA-ACCN-SENS-COMP,,=11=
RH_fiche_205_,,,31,Saint Orens,CCAS,,31650,,,430288,2979497,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.553524,1.532526,,,,=31=
RH_fiche_206_,,,31,Saint Orens de Gameville,Espace Pour Tous,,31650,,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.553524,1.532526,,,,=31=
RH_fiche_207_,,,46,SAINT-CERE,TL CAUVALDOR - POLE NUMERIQUE SAINT CERE,,46200,place Bourseul,,,,PUB. EPCI,CC CAUSSES ET VALLEE DE LA DORDOGNE,,05.65.27.02.10,a.pecrix@cauvaldor.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.859923,1.887871,,,,=46=
RH_fiche_208_,,,46,SAINT-CERE,FABLAB CAUSSES ET VALLEE DORDOGNE,,46200,place Bourseul,,,,PUB. EPCI,C.C. CAUVALDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.859923,1.887871,,,,=46=
RH_fiche_209_,,,32,Saint-Clar,Médiathèque de Saint-Clar,,32380,place dastros,,4281608,0 32982,,,FIGO Centre social,05 62 07 49 12,mediathequestclar@orange.fr,https://fr-fr.facebook.com/mediatheque.desaintclar,,,,,,,,Decembre 2019,,,ORDM,,,,COMP,,,,,,,,,,,,,,,,,,,43.890771,0.769521,,ORDM-COMP,,=32=
RH_fiche_210_,,,31,Saint-Jean,MJC Les Granges / Saint Jean,,31240,33 route d'Albi,ter,,,,,,05 32 09 67 50,,https://www.mairie-saintjean.fr/les-granges/,,,,,,,,Decembre 2019,,,ORDM,,,,COMP,,,,FL,,,,,,,,,,,,,,,43.664503,1.50383,,ORDM-COMP-FL,,=31=
RH_fiche_211_,,,31,Saint-Jean,Centre Social Les Granges / Saint Jean,,31240,33 route d'Albi,ter,,,,,FIGO Centre social,05 32 09 68 37,,https://www.mairie-saintjean.fr/les-granges/,,,,,,,,Decembre 2019,,,ACCN,,,,SENS,,,,SENS,,,,,,,,,,,,,,,43.664503,1.50383,,ACCN-SENS-SENS,,=31=
RH_fiche_212_,,,31,SAINT-JEAN,CREATEC - LES GRANGES,,31240,33 ter route d'Albi,,432432,0 063311,PRV. ASSOCIATION,ASSOCIATION MJC SAINT JEAN,,,direction@mjcstj31.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.664951,1.50452,,,,=31=
RH_fiche_213_,,,31,Saint-Lys,MJC-Centre social,,31470,1 Rue des Glycines ,,,,,,FIGO Centre social, 05 34 48 56 91 , centresocial@saint-lys.fr ,,,,,,,,,Decembre 2019,,,COMP,,,,,,,,,,,,,,,,,,,,,,,43.511462,1.17435,,COMP,,=31=
RH_fiche_214_,,,11,SALLES SUR L HERS,Castelnaudary Lauragais Audois,ENERGIES PIEGE,11410,9 Rue des Rosiers,,,,,,Association,,,,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.293559,1.782531,,,,=11=
RH_fiche_215_,,,32,Samatan,MSAP Gestes,,,,,,,,,MSAP,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.492442,0.926737,,,,=32=
RH_fiche_216_,,,32,Samatan,Le bureau Samatanais,,32130,,,,,,,,05 62 59 71 02 ,contact@lebureausamatanais.fr,http://www.lebureausamatanais.fr/#,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.492442,0.926737,,,,=32=
RH_fiche_217_,,,32,Samatan,CCAS,,32130,,,,,,,MSAP,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.492442,0.926737,,,,=32=
RH_fiche_218_,,,32,SAMATAN,LE BUREAU SAMATANAIS,,32130,6 rue de la commanderie,,,,PRV. SAS,SAS LE BUREAU SAMATANAIS,,06 33 48 01 17,contact@lebureausamatanais.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.492673,0.931293,,,,=32=
RH_fiche_219_,,,65,SARP,Sarp,CC Neste Barousse,65370,Maison de la Barousse,Centre Village,,,,,,,communaute-de-communes@neste-barousse.fr,,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.02399,0.602721,,,,=65=
RH_fiche_220_,,,32,Sarrant,Espace  de  Vie  Sociale  LaMIS,,32120,14 rue du milieu,,,,,,FIGO Centre social,05 42 54 25 24,lamis@orange.fr,,,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,,,Decembre 2019,,,ORD,,,,,,,,,,,,,,,,,,,,,,,43.774131,0.928335,,ORD,,=32=
RH_fiche_221_,,,32,SEISSAN,Val de Gers - Antenne de Seissan,Communauté de Communes Val de Gers,32260,1 Place Carnot,,,,,,Collectivité,,accueil@cc-valdegers.fr,,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.492681,0.592072,,,,=32=
RH_fiche_222_,,,34,SETE,FABLAB LA PALANQUEE,,34200,,,,,PRV. ASSOCIATION,ASSOCIATION SETE EN COMMUN,,06 75 45 04 61 - 06 61 77 31 89,contact@setencommun.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.395424,3.669946,,,,=34=
RH_fiche_223_,,,11,SIGEAN,PIMMS - Corbières Méditerranée,Union Nationale des PIMMS,11130,2 place de la Libération,,,,,,PIMMS,04 68 33 51 12,sigean@pimms.org,,14:00 - 17:00,9:00 - 13:00 / 14:00 - 19:00,9:00 - 13:00 / 14:00 - 17:00,14:00 - 17:00,9:00 - 12:00,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.0288,2.979497,,,,=11=
RH_fiche_224_,,,32,SIMORRE,LE BOUCHE A OREILLE,,32420,,,,,PRV. SCIC SARL,,,05 62 05 52 42,contact@lebao.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.455778,0.731679,,,,=32=
RH_fiche_225_,,,31,ST GAUDENS,TIERS LIEUX EN COMMINGES,,31800,1 place Maréchal Juin,,,,PRV. ASSOCIATION,MAISON DE L AVENIR COMMINGES PYRENEES,,05.61.94.66.45,julie@maisondelavenir.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.109098,0.726493,,,,=31=
RH_fiche_226_,,,30,ST HIPPOLYTE DU FORT,L'ILOT,,30170,6 rue Pasteur,,,,PRV. ASSOCIATION,ASSOCIATION UN AUTRE LIEU,,09 62 50 66 39 - 06 95 25 17 29,unautrelieu@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.966052,3.857491,,,,=30=
RH_fiche_227_,,,65,ST LARY SOULAN,Saint-Lary-Soulan,Guichet Initiative Pluriactivité Emploi (GIPE),65170,36 rue Vincent Mir,Galerie Commerciale,,,,,Association,,,,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,42.816079,0.320982,,,,=65=
RH_fiche_228_,,,82,St-Antonin-Noble-Val,FABLAB ORIGAMI,,82140,,,,,PUB. EPCI,CC DU QUERCY ROUERGUE ET DES GORGES DE L'AVEYRON,,05 63 30 67 01,directiongenerale@cc-qrga.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,44.147021,1.75014,,,,=82=
RH_fiche_229_,,,65,St-Laurent-de-Neste,FABLAB SAPIENS,,65150,,,,,PUB. EPCI,CC NESTE BAROUSSE,,05 62 99 35 23 - 06 71 32 51 67,maxime.lagarde@neste-barousse.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.090206,0.481209,,,,=65=
RH_fiche_230_,,,65,TARBES,Tarbes Laubadère,La Poste,65000,10 Avenue Antoine de Saint-exupéry, ,,,,,La Poste,,,,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,-,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,MFS,,,43.2432,0.063311,,,,=65=
RH_fiche_231_,,,65,TARBES,L'ADR'ESS,,65000,2 Boulevard Garigliano,,,,PRV. ASSOCIATION,LES PETITS DEBROUILLARDS,,06 48 86 91 40,e.portalier@lespetitsdebrouillards.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.244753,0.063663,,,,=65=
RH_fiche_232_,,,65,TARBES,CRESCENDO - PLURIFAB - LA MANUFACTURE,,65000,14 Boulevard Pierre RENAUDET,,,,PRV. ASSOCIATION,ASSOCIATION CRESCENDO,,05.62.36.21.34 - 06.10.78.05.87,emmanuel.dubie@crescendo-tarbes.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.246035,0.08127,,,,=65=
RH_fiche_233_,,,81,TERSSAC,BURO CLUB ALBI,,81150,8 Avenue de la Martelle,,,,PRV. SARL,SARL BCA,,05.31.81.97.51.,jpcassagnes@buro.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,,,43.917593,2.079023,,,,=81=
RH_fiche_234_,,,11,Thezan des corbieres,Espace Public Numérique de la Contrée de Durban-Corbières,,11200,,,,,,,,,developpementlocal@contree-durban-corbieres.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.088972,2.78754,,,,=11=
RH_fiche_235_,,,31,Toulouse,Bibliotheque Grand M,,31000,37 avenue de la Reynerie,,,,,Bibliothèque,Collectivités,05 81 91 79 40,,www.bibliotheque.toulouse.fr,,,,,,,,Decembre 2019,,,ORD,,,,ACCN,,,,,,,,,,,,,,,,,,,43.567207,1.400819,,ORD-ACCN,,=31=
RH_fiche_236_,,,31,Toulouse,Combustible numérique,,31000,,,,,,Association,Association,,contact@combustible.fr,,,,,,,,,Decembre 2019,,,COMP,,,,SENS,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,COMP-SENS,,=31=
RH_fiche_237_,,,31,Toulouse,Trajectoire vers l'emploi,,31000,,,,,,Association,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_238_,,,31,Toulouse,Lieu Ressource Formation,,31000,,,,,,Association,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_239_,,,31,Toulouse,7 notre quartier,,31000,,,,,,Association,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_240_,,,31,Toulouse,CSF – Section Mirail,,31000,14 cheminement le Tintoret,,,,,Association,Association,,,www.csfmirailblf.wixsite.com/csfmirail,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.561095,1.398594,,,,=31=
RH_fiche_241_,,,31,Toulouse,ADPAM,,31000,,,,,,Association,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_242_,,,31,Toulouse,Mieux Vivre Ensemble à la Gloire,,31000,2 rue du général Baurot,,,,,Association,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.607658,1.470667,,,,=31=
RH_fiche_243_,,,31,Toulouse,Mission Locale,,31000,,,,,,Association,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_244_,,,31,Toulouse, ASTREE,,31000,,,,,,Association,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_245_,,,31,Toulouse,La case de santé,,31000,17 place Arnaud Bernard,,,,,Association,Association,05 61 23 62 35,contact@casedesante.org,http://casedesante.org/lacase_horaires.html,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.610785,1.439371,,,,=31=
RH_fiche_246_,,,31,Toulouse,AFEV,,31000,,,,,,Association,Association,,pole.toulouse@afev.org ,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_247_,,,31,Toulouse,Café social,,31000,38 rue Roquelaine,,,,,Association,Association,06 18 57 02 52,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.6114,1.44663,,,,=31=
RH_fiche_248_,,,31,Toulouse,Mairie de quartier de Serveyrolles – Soupetard,,31000,,,,,,Mairie de quartier,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_249_,,,31,Toulouse,Maison de la citoyenneté Centre,,31000,5 rue Paul Mériel,,,,,Maison de la citoyenneté,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.603967,1.448082,,,,=31=
RH_fiche_250_,,,31,Toulouse,CCAS,,31000,2 bis rue de belfort,,,,,,Mairie,05 61 58 85 85,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.608668,1.452002,,,,=31=
RH_fiche_251_,,,31,Toulouse,Centre d'Animation Soupetard,,31000,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_252_,,,31,Toulouse,MediPass,,31000,,,,,,,,,medipass@free.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_253_,,,31,Toulouse,SAVIF,,31000,,,,,,,,,savifs@free.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_254_,,,31,Toulouse,CPAM Bagatelle,,31100,33 rue du Lot,,,,,,CPAM,,,ameli.fr,,,,,,,,Decembre 2019,,,ORDM,,,,,,,,ACCDS,,,,ACCDA,,,,,,,,,,,43.580461,1.410717,,ORDM-ACCDS-ACCDA,,=31=
RH_fiche_255_,,,31,Toulouse,Partage Faourette,,31100,13 rue de l'ukraine,,,,,,FIGO Centre social,05 34 60 13 16,,,,,,,,,,Decembre 2019,,,ORDM,,,,ACCDA,,,,COMP,,,,ACCN,,,,,,,,,,,43.579038,1.414906,,ORDM-ACCDA-COMP-ACCN,,=31=
RH_fiche_256_,,,31,Toulouse,Pôle Emploi La Cepiere,,31100,4 Chemin du Pigeonnier de Cepière,,,,,,Pôle Emploi,39 49,,www.pole-emploi.fr,,,,,,,,Decembre 2019,,,ORDM,,,,SENS,,,,ACCDS,,,,ACCDA,,,,,,,,,,,43.586132,1.400742,,ORDM-SENS-ACCDS-ACCDA,,=31=
RH_fiche_257_,,,31,Toulouse,"Pôle Emploi
Bellefontaine",,31100,63 allées de Bellefontaine,,,,,,Pôle Emploi,39 49,,www.pole-emploi.fr,,,,,,,,Decembre 2019,,,ORDM,,,,SENS,,,,ACCDS,,,,ACCDA,,,,,,,,,,,43.565759,1.399923,,ORDM-SENS-ACCDS-ACCDA,,=31=
RH_fiche_258_,,,31,Toulouse,APSEM,,31100,3 rue Erik SATIE BP 35711,31057 Toulouse cedex 1,,,,,Association,05 34 60 39 40,apsem2@wanadoo.fr,http://apsem-formation.fr/,8H - 17 h ,8H - 17 h ,8H - 17 h ,8H - 17 h ,8H - 17 h ,8H - 17 h ,,Decembre 2019,,,COMP,,,,SENS,,,,,,,,,,,,,,,,,,,43.568096,1.404642,,COMP-SENS,,=31=
RH_fiche_259_,,,31,Toulouse,Bell'Arc en Ciel,,31100,14 passage G Duhamel,Apt 299,,,,,Association,09 66 82 55 84,assobellarcenciel@gmail.com,,,,,,,,,Decembre 2019,,,ACCDS,,,,SENS,,,,,,,,,,,,,,,,,,,43.563623,1.394212,,ACCDS-SENS,,=31=
