rh_id,departement,ville,nom,num_ref_struct,code_postal,adresse,adresse_suite,geo_,geo_bis,type_structure,rattachement,telephone_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_actions,conditions_acces,type_mediation,public_si_different,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
RH_fiche_153_,31, Cintegabelle,Foyer rural «  La Gabela »,,31550,,,,,,,,,,,,,,,,,Decembre 2019,,,,,43.30041,1.485627,Prat 31550 Cintegabelle,0.44,street,31145_b6y6xd,,Prat,,31550,Cintegabelle,"31, Haute-Garonne, Occitanie",31145,,,
RH_fiche_154_,31,Cintegabelle,Foyer rural «  La Gabela »,,31550,mairie,,,,,Foyers ruraux ,,,,,,,,,,,Decembre 2019,TP,Libre,COMP,,43.254196,1.471051,Place de la Mairie 31550 Gaillac-Toulza,0.47,street,31206_g350lt,,Place de la Mairie,,31550,Gaillac-Toulza,"31, Haute-Garonne, Occitanie",31206,,,
RH_fiche_155_,31,Muret,9com9,,31600,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,43.443252,1.30016,Muret,0.4,municipality,31395,,Muret,,31600,Muret,"31, Haute-Garonne, Occitanie",31395,,,
RH_fiche_156_,31,Saint Orens de Gameville,Espace Pour Tous,,31650,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,,,43.539453,1.568106,Auzielle,0.31,municipality,31036,,Auzielle,,31650,Auzielle,"31, Haute-Garonne, Occitanie",31036,,,
RH_fiche_157_,31,Saint Orens,CCAS,,31650,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,43.539453,1.568106,Auzielle,0.31,municipality,31036,,Auzielle,,31650,Auzielle,"31, Haute-Garonne, Occitanie",31036,,,
RH_fiche_158_,31,Blagnac,Mairie de Blagnac,,31700,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,43.693942,1.268855,Daux,0.43,municipality,31160,,Daux,,31700,Daux,"31, Haute-Garonne, Occitanie",31160,,,
RH_fiche_159_,31,Colomiers,Mairie,,31770,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,43.610367,1.329544,Colomiers,0.3,municipality,31149,,Colomiers,,31770,Colomiers,"31, Haute-Garonne, Occitanie",31149,,,
RH_fiche_160_,31,Colomiers,CCAS,,31776,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_161_,31,Saint Gaudens,MJC / cyber-base du Saint-Gaudinois,,31800,1 place du maréchal juin,,,,,Association,05 61 94 66 45,info@mjc-st-gaudens.org ,www.mjc-st-gaudens.org,,,,,,,,Decembre 2019,,,ORDM,,43.109098,0.726493,1 Place du Marechal Juin 31800 Saint-Gaudens,0.95,housenumber,31483_0998_00001,1,Place du Marechal Juin,,31800,Saint-Gaudens,"31, Haute-Garonne, Occitanie",31483,,,
RH_fiche_162_,31,Saint Gaudens,APP Comminges-Luchonnais,,31800,,,,,,,,,,,,,,,,,Decembre 2019,,,,,43.163287,0.665737,Lodes,0.38,municipality,31302,,Lodes,,31800,Lodes,"31, Haute-Garonne, Occitanie",31302,,,
RH_fiche_163_,31,Saint Gaudens,Club de prévention Saint Gaudens,,31800,,,,,,,,,,,,,,,,,Decembre 2019,,,,,43.163287,0.665737,Lodes,0.38,municipality,31302,,Lodes,,31800,Lodes,"31, Haute-Garonne, Occitanie",31302,,,
RH_fiche_164_,31,Saint Gaudens,CyberBase de Saint Gaudens,,31800,,,,,,,,,,,,,,,,,Decembre 2019,,,,,43.163287,0.665737,Lodes,0.38,municipality,31302,,Lodes,,31800,Lodes,"31, Haute-Garonne, Occitanie",31302,,,
RH_fiche_165_,31, Venerque,Service Jeunesse Léo Lagrange Venerque,,31810,14  avenue du Mont Frouzi,,,,,Mairie,,,https://www.facebook.com/Service-Jeunesse-CCLAG-177831365607843/,,,,,,,,Decembre 2019,,,COMP,TP,43.433458,1.445644,14 Avenue du Mont Frouzi 31810 Venerque,0.94,housenumber,31572_0109_00014,14,Avenue du Mont Frouzi,,31810,Venerque,"31, Haute-Garonne, Occitanie",31572,,,
RH_fiche_166_,31,Pibrac,Maison des Initiatives Sociales et Culturelles,,31820,1 Impasse de la Gare,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,ORD,,43.621387,1.28721,Impasse de la Gare 31820 Pibrac,0.88,street,31417_0141,,Impasse de la Gare,,31820,Pibrac,"31, Haute-Garonne, Occitanie",31417,,,
RH_fiche_167_,31,Plaisance du Touch,centre social Sesame,,31830,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,SEN,43.547747,1.254752,Renfort 31830 Plaisance-du-Touch,0.35,street,31424_9u0clz,,Renfort,,31830,Plaisance-du-Touch,"31, Haute-Garonne, Occitanie",31424,,,
RH_fiche_168_,31,Lagardelle-sur-Lèze,Mairie,,31870,,,,,,,,,,,,,,,,,Decembre 2019,TP,Libre,SENS,,43.403462,1.395185,Redon 31870 Lagardelle-sur-Lèze,0.4,street,31263_0ef3hx,,Redon,,31870,Lagardelle-sur-Lèze,"31, Haute-Garonne, Occitanie",31263,,,
RH_fiche_169_,31,Lagardelle-sur-Lèze,Médiathèque municipale,,31870,3 Château de Vignaou,,,,,,,bm.lagardelle@wanadoo.fr,,,15h00 - 18h00,09h30 - 12h30 et 15h00 - 18h00,15h00 - 18h00,09h30 - 12h30,09h30 - 12h30,,Decembre 2019,,,ORD,ALL,43.414512,1.388385,3 Rue du Chateau du Vignaou 31870 Lagardelle-sur-Lèze,0.7,housenumber,31263_0021_00003,3,Rue du Chateau du Vignaou,,31870,Lagardelle-sur-Lèze,"31, Haute-Garonne, Occitanie",31263,,,
RH_fiche_170_,31,La Salvetat Saint Gilles,centre social F Chopin,,31880,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,SEN,43.575243,1.279134,Bourdasse 31880 La Salvetat-Saint-Gilles,0.3,street,31526_whidq3,,Bourdasse,,31880,La Salvetat-Saint-Gilles,"31, Haute-Garonne, Occitanie",31526,,,
RH_fiche_171_,31,Toulouse,PRCP,,,2 allée du vignemale,,,,,Association,05 61 15 43 44,prcp@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,43.60514,1.333515,2 Allée du Vignemale 31770 Colomiers,0.96,housenumber,31149_1342_00002,2,Allée du Vignemale,,31770,Colomiers,"31, Haute-Garonne, Occitanie",31149,,,
RH_fiche_172_,31,Labège,Centre social Escalquens / CCAS,,,Mairie d'Escalquens Place François Mitterrand,,,,,FIGO Centre social,05 62 71 56 75,centre.social@escalquens.fr,www.escalquens.fr,8h30-12h et 14h-18h,8h30-12h et 14h-18h,8h30-12h et 14h-18h,9h-12h et 14h-19h,8h30-12h et 14h-18h,,,Decembre 2019,,,ORDM,,43.517864,1.558979,Place Francois Mitterrand 31750 Escalquens,0.76,street,31169_ewvqku,,Place Francois Mitterrand,,31750,Escalquens,"31, Haute-Garonne, Occitanie",31169,,,
RH_fiche_173_,31,Toulouse,Apprentis d'Auteuil,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_174_,31,Toulouse,Ensemble à tout âge,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_175_,31,Toulouse,ADVITAM,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_176_,31,Toulouse,Association,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_177_,31,Ramonville,Le pic,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_178_,31,Toulouse,CHRS de Fages,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_179_,31,Toulouse,ADPAM,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_180_,31,Toulouse,CSF Le Cabri,,,,,,,,Association,,associationlecabri@laposte.net,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_181_,31,Toulouse,Bell’Arc en Ciel,,,,,,,,Association,,bellarcenciel@wanadoo.fr ,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_182_,31,Toulouse,APSAR,,,,,,,,Association,05 61 58 24 63,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_183_,31,Toulouse,A.I.R.S,,,,,,,,Association,09 71 30 75 86,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_184_,31,Toulouse,Tisseo ?,,,,,,,,Entreprise,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,31,,Adens,,,,,,,,Entreprise,,,http://adens.org/qui-sommes-nous/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_186_,31,Léguevin,centre social La Maison des Quartiers,,,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_187_,31,Blagnac,centre social blagnac,,,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_188_,31,Toulouse,Accueil Amouroux,,,,,,,,Mairie,,accueil.amouroux@mairie-toulouse.fr ,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_189_,31,Toulouse,Accueil Soupetard,,,,,,,,Mairie,,Accueil.SOUPETARD@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_190_,31,Toulouse,Maison de la citoyenneté Est,,,,,,,,Mairie,,Mdc.Est@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_191_,31,Toulouse,Maison de la citoyenneté Nord,,,,,,,,Mairie,,mdc.nord@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_192_,31,Toulouse,Maison de la citoyenneté Rive Gauche,,,,,,,,Mairie,,mdc.rive-gauche@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_193_,31,Toulouse,Maison de la citoyenneté Sud Est,,,,,,,,Mairie,,mdc.sud-est@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_194_,31,Toulouse,Point Information Mairie Serveyrolles,,,,,,,,Mairie,05 61 22 22 39 ,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_195_,31,Tournefeuille,AGEAH - Maison des Associations Tournefeuille,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_196_,31,Toulouse,Association Lieu Ressource Formation (LRF),,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_197_,31,Toulouse,Planning Familial,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_198_,31,Toulouse,Club de Prévention ASETE,,,,,,,,Collectivites,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_199_,31,Toulouse,Bibliothèque Roseraie,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_200_,31,Toulouse,NB Com',,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_201_,31,Toulouse,CRIJ,,,,,,,,Collectivites,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,31,,Point info famille,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_203_,31,Toulouse,SAVIM,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,31,,DigiJeunes,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_205_,31,Toulouse,ASETE,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,31,,centre culturel des chamois,,,,,,,,Centre social,,accueil.chamois@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,31,,TO7,,,,,,,,Association,,to7@to7.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_208_,31,Toulouse,Mairie annexe Roseraie,,,,,,,,,05 31 22 93 10,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_209_,31,Toulouse,Mairie annexe Bonnefoy,,,,,,,,,05 61 22 22 32,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,31,,Pavillon Sauvages,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_211_,31,Toulouse,Cap Nomade,,,,,,,,Association,     06 01 99 36 23 ou 09 50 94 58 16,capnomade@gmail.com,http://www.capnomade.org/formations/,,,,,,,,Decembre 2019,,,SENS,J,,,,,,,,,,,,,,,,
RH_fiche_212_,11,Berriac,Le Relai,,11000,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,43.213227,2.401777,Berriac,0.33,municipality,11037,,Berriac,,11000,Berriac,"11, Aude, Occitanie",11037,,,
RH_fiche_213_,11, Caves,ATRIUM,,11510,,,,,,,,atriumcaves@gmail.com,,,,,,,,,Decembre 2019,,,,,42.903122,2.967238,Fitou,0.39,municipality,11144,,Fitou,,11510,Fitou,"11, Aude, Occitanie",11144,,,
RH_fiche_214_,11,Carcassonne,Régie de quartier,,11000,,,,,,Association,,carcassonne-rdq@cnlrq.org,,,,,,,,,Decembre 2019,,,,,43.213227,2.401777,Berriac,0.33,municipality,11037,,Berriac,,11000,Berriac,"11, Aude, Occitanie",11037,,,
RH_fiche_215_,11,Capendu,Point Cyb,,11700,,,,,,,,cc@piemont-dalaric.org,,,,,,,,,Decembre 2019,,,,,43.178396,2.649844,Moux,0.43,municipality,11261,,Moux,,11700,Moux,"11, Aude, Occitanie",11261,,,
RH_fiche_216_,11,Carcassonne,Espace Culturel Multimédia,,11000,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,43.213227,2.401777,Berriac,0.33,municipality,11037,,Berriac,,11000,Berriac,"11, Aude, Occitanie",11037,,,
RH_fiche_217_,11,Narbonne,Ecole régionale deuxieme chance,,11000,,,,,,,,,,,,,,,,,Decembre 2019,,,,,43.213227,2.401777,Berriac,0.33,municipality,11037,,Berriac,,11000,Berriac,"11, Aude, Occitanie",11037,,,
RH_fiche_218_,11,Thezan des corbieres,Espace Public Numérique de la Contrée de Durban-Corbières,,11200,,,,,,,,developpementlocal@contree-durban-corbieres.fr,,,,,,,,,Decembre 2019,,,,,43.226184,2.827668,Canet,0.39,municipality,11067,,Canet,,11200,Canet,"11, Aude, Occitanie",11067,,,
RH_fiche_219_,11,Alzonne,FEP Médiathèque,,11170,,,,,,,,fep.alzonne@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,43.253817,2.245552,Pezens,0.36,municipality,11288,,Pezens,,11170,Pezens,"11, Aude, Occitanie",11288,,,
RH_fiche_220_,11,Narbonne,Versus  Internet Café,,11000,,,,,,,,info@versus.fr,,,,,,,,,Decembre 2019,,,,,43.213227,2.401777,Berriac,0.33,municipality,11037,,Berriac,,11000,Berriac,"11, Aude, Occitanie",11037,,,
RH_fiche_221_,11,Carcassonne,acti city - Information Jeunesse,,11000,,,,,,,,information.jeunesse@acticity.com,,,,,,,,,Decembre 2019,,,,,43.213227,2.401777,Berriac,0.33,municipality,11037,,Berriac,,11000,Berriac,"11, Aude, Occitanie",11037,,,
RH_fiche_222_,11,Narbonne,Maison de la l'Emploi et de la Formation,,11000,,,,,,,,multimedia@mef-narbonnaise.fr,,,,,,,,,Decembre 2019,,,,,43.213227,2.401777,Berriac,0.33,municipality,11037,,Berriac,,11000,Berriac,"11, Aude, Occitanie",11037,,,
RH_fiche_223_,11,Narbonne,PIMMS,,,,,,,,,,narbonne@pimms.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_224_,11,Lezignan Corbières,MJC Lezignan Corbières,,11200,25 Rue Marat,,,,,Association,04 68 27 03 34,mjc.lezignan.corbieres@wanadoo.fr,www.mjc-lezignan-corbieres.com,08h - 20h,08h - 20h,08h - 20h,08h - 20h,08h - 20h,08h - 13h,,Decembre 2019,,,ORD,,43.199696,2.757916,25 Rue Marat 11200 Lézignan-Corbières,0.95,housenumber,11203_1030_00025,25,Rue Marat,,11200,Lézignan-Corbières,"11, Aude, Occitanie",11203,,,
RH_fiche_225_,11,Narbonne,Aide Mutuelle à l'Insertion,,11000,24 boulevard Frédéric Mistral,,,,,FIGO Centre social,04 68 65 07 10,ami-aude@orange.fr,https://ami-aude.com/index.html,,,,,,,,Decembre 2019,TP,,SENS,,43.215465,2.351981,Rue Frédéric Mistral 11000 Carcassonne,0.59,street,11069_1680,,Rue Frédéric Mistral,,11000,Carcassonne,"11, Aude, Occitanie",11069,,,
RH_fiche_226_,11,Narbonne,Centre Social et Culturel Nelson MANDELA,,11000,4 Promenade Emilie Palomo,,,,,FIGO Centre social,04 68 41 77 26,,https://www.csc-mandela.fr/,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,,,Decembre 2019,,,COMP,,43.187463,2.985839,4 Promenade Emilie Palomo 11100 Narbonne,0.9,housenumber,11262_rldo2e_00004,4,Promenade Emilie Palomo,,11100,Narbonne,"11, Aude, Occitanie",11262,,,
RH_fiche_227_,11,Saint Marcel sur Aude,Centre Socioculturel et Familial ‘Les Passerelles’,,11120,107  avenue de Saint Pons,BP 8,,,,FIGO Centre social,04 68 42 35 25,lespasserelles@cs-les-passerelles.fr,www.cs-les-passerelles.fr,9h – 12h et 14h – 18h,9h - 12h,9h – 12h et 14h – 18h,9h - 12h,9h - 12h,,,Decembre 2019,,,ORDM,,43.251553,2.914701,107 Avenue de Saint Pons 11120 Saint-Marcel-sur-Aude,0.94,housenumber,11353_0154_00107,107,Avenue de Saint Pons,,11120,Saint-Marcel-sur-Aude,"11, Aude, Occitanie",11353,,,
,11,,Event Orizon,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_229_,11,Narbonne,Le Lieu Ressources Littoral,,,,,,,,,,sp-narbonne@aude.pref.gouv.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Tiers-lieu « l’oppidum »,,,,,,,,,, epops-biodiversite@laposte.net,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,MEDIATHEQUE GRAIN D’SEL,,,,,,,,,,mediatheque@caracassonne-agglo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public de Chalabre,,,,,,,,MSAP,,msap.chalabre@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public d’Axat,,,,,,,,MSAP,,msap.axat@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public de Belcaire,,,,,,,,MSAP,,msap.belcaire@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public de Belvèze-du-Razès,,,,,,,,MSAP,,msap.belveze-du-razes@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public de Couiza,,,,,,,,MSAP,,msap.couiza@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de Services au Public de Villasavary,,,,,,,,MSAP,,mairie-de-villasavary@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison des Potes,,,,,,,,,,mdpnarbonne11@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,L'Arche,,,,,,,,,,arche.narbonne@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Centre Social et Culturel NELSON MANDELA,,,,,,,,Centre social,,centresocialnarbonne@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,EPN Ecole de la seconde chance,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,MAISON DIGITALE DU CIDFF,,,,,,,,,,lri.narbonne@cidff.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,LA BULLE DU WEB (WAW-coworking)),,,,,,,,,,hello@labulleweb.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,INESS GRAND NARBONNE,,,,,,,,Collectivites,,service.accueil-iness@legrandnarbonne.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Ecole de la 2ème Chance Régionale ,,,,,,,,,,er2c@ligue11.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public Caunes-Minervois ,,,,,,,,MSAP,,msap.caunes-minervois@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public Durban-Corbières,,,,,,,,MSAP,,msap.durban-corbieres@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_248_,11,Carcassonne,Logigames,,11000,25 boulevard de Varsovie,,,,,Entreprise,04 68 72 67 04,logigames2001@yahoo.fr,logigames.fr,,10h – 19h,10h – 19h,10h – 19h,10h – 19h,13h - 21h,,Decembre 2019,,,ORDM,,43.21404,2.346553,25 Boulevard de Varsovie 11000 Carcassonne,0.96,housenumber,11069_4520_00025,25,Boulevard de Varsovie,,11000,Carcassonne,"11, Aude, Occitanie",11069,,,
,11,,Office de Tourisme Intercommunal au Cœur des Collines Cathares,,,,,,,,Collectivites,,tourisme@ccplm.fr ,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque Municipale de Palaja,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque d'Alzonne,,,,,,,,,,mediatheque@carcassonne-agglo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public - Piemont d'Alaric,,,,,,,,MSAP,,msap@piemont-alaric.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Le Chai : Espace culturel,,,,,,,,,,lechai@piemont-alaric.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Mairie d'Axat,,,,,,,,,,mairie.axat@axat.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Mairie d'Axat,,,,,,,,,,communication@axat.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque du Pays de Sault,,,,,,,,,,media.espezel@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Bibliothèque Municipale de Chalabre,,,,,,,,,,epn@pyreneesaudoises.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque d'Espéraza,,,,,,,,,,bibliotheque_esperaza@Yahoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S de Villerouge-Termenès,,,,,,,,MSAP,,poms.villerouge@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public Tuchan,,,,,,,,MSAP,,msap.tuchan@laposte.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque de Trèbes,,,,,,,,,,bibliotheque-trebes@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque de Saint-Laurent de la Cabrerisse,,,,,,,,,,mediathequeslc11@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque Milcom de Saint-André de Roquelongue,,,,,,,,,,mediatheque-st-andre@wanadoo.fr,,,15h-19h,,9h-12h et 17h-19h,,9h-12h,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Espace Public Numérique de la MLIDR11 Limoux,,,,,,,,,,mli.dr11@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S Laroque de Fa,,,,,,,,MSAP,,poms.laroquedefa@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S de Lanet,,,,,,,,MSAP,,poms.lanet@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,ADHCo Centre Social,,,,,,,,Centre social,,adhco.developpement@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S de Mouthoumet,,,,,,,,MSAP,,poms.mouthoumet@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S de Félines-Termenès,,,,,,,,MSAP,,poms.felines@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM'S de Davejean,,,,,,,,MSAP,,poms.davejean@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Mission Locale Ouest Audois,,,,,,,,,,accueil.castelnaudary@mloa.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Médiathèque Georges Canguilhem,,,,,,,,,,mediatheques@cccla.fr ,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Espace de co-oworking : L'Alpha'[R],,,,,,,,,,rmine@carcassonne-agglo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Ateliers Canopé,,,,,,,,,,contact.atelier11@reseau-canope.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Maison de services au public POM's de Bouisse,,,,,,,,MSAP,,poms.bouisse@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_276_,11,Carcassonne,EPCI,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_277_,11,Fabrezan,Mediatheque Milcom de Fabrezan,,,,,,,,Collectivités,04 68 43 71 92,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,11,,Mediatheque Milcom de Boutenac,,,,,,,,Collectivités,,,,,14h-18h,14h-18h,,14h-18h,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
